	index	accs	source	description	seqlen	organism	division	date	biocategory	species	freq
320152	320152	DQ988080.1	NEIGHBOR	Porcine respiratory and reproductive syndrome virus isolate Ingelvac ATP, complete genome.	15413	Porcine reproductive and respiratory syndrome virus	VRL	14-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1181550	1181550	KC422726.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain JXA1-P110, complete genome.	15320	Porcine reproductive and respiratory syndrome virus	VRL	25-FEB-2013	EX	Porcine reproductive and respiratory syndrome virus	780
523911	523911	FJ536165.1	NEIGHBOR	Porcine respiratory and reproductive syndrome virus strain NB/04, complete genome.	15434	Porcine reproductive and respiratory syndrome virus	VRL	24-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1558660	1558660	KP256233.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate RVRp13, complete genome.	15095	Porcine reproductive and respiratory syndrome virus	VRL	14-JUN-2016	EX	Porcine reproductive and respiratory syndrome virus	780
678057	678057	AF159149.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate MLV RespPRRS/Repro, complete genome.	15390	Porcine reproductive and respiratory syndrome virus	VRL	26-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1958259	1958259	KX462792.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate A2MC2, complete genome.	15470	Porcine reproductive and respiratory syndrome virus	VRL	22-JUL-2017	EX	Porcine reproductive and respiratory syndrome virus	780
1961559	1961559	KX510269.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain TJnh1501, complete genome.	15011	Porcine reproductive and respiratory syndrome virus	VRL	07-MAY-2017	EX	Porcine reproductive and respiratory syndrome virus	780
663610	663610	AF066183.4	NEIGHBOR	Porcine reproductive and respiratory syndrome virus RespPRRS MLV, complete genome.	15412	Porcine reproductive and respiratory syndrome virus	VRL	26-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1341409	1341409	KF287132.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate HK1, complete genome.	15365	Porcine reproductive and respiratory syndrome virus	VRL	16-SEP-2013	EX	Porcine reproductive and respiratory syndrome virus	780
737249	737249	GU232736.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain TP P60, complete genome.	15394	Porcine reproductive and respiratory syndrome virus	VRL	24-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1341407	1341407	KF287130.1	GENBANK	Porcine reproductive and respiratory syndrome virus isolate HK5, complete genome.	14926	Porcine reproductive and respiratory syndrome virus	VRL	10-APR-2014	EX	Porcine reproductive and respiratory syndrome virus	780
1561083	1561083	KP283400.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate MN9B, complete genome.	15001	Porcine reproductive and respiratory syndrome virus	VRL	22-APR-2015	EX	Porcine reproductive and respiratory syndrome virus	780
548315	548315	FJ797690.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain HN-HW, complete genome.	15334	Porcine reproductive and respiratory syndrome virus	VRL	24-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
1202772	1202772	AF331831.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus BJ-4, complete genome.	15504	Porcine reproductive and respiratory syndrome virus	VRL	14-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
2289441	2289441	MF196906.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain SCnj16, complete genome.	15321	Porcine reproductive and respiratory syndrome virus	VRL	03-APR-2018	EX	Porcine reproductive and respiratory syndrome virus	780
2289440	2289440	MF196905.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus strain SCcd16, complete genome.	15321	Porcine reproductive and respiratory syndrome virus	VRL	03-APR-2018	EX	Porcine reproductive and respiratory syndrome virus	780
2287337	2287337	MF187956.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate rJXwn06, complete genome.	15350	Porcine reproductive and respiratory syndrome virus	VRL	13-NOV-2017	EX	Porcine reproductive and respiratory syndrome virus	780
859901	859901	HQ315837.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate SY0909, complete genome.	15369	Porcine reproductive and respiratory syndrome virus	VRL	25-JUL-2016	EX	Porcine reproductive and respiratory syndrome virus	780
859900	859900	HQ315836.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate NT0801, complete genome.	15439	Porcine reproductive and respiratory syndrome virus	VRL	02-OCT-2014	EX	Porcine reproductive and respiratory syndrome virus	780
1561085	1561085	KP283402.1	NEIGHBOR	Porcine reproductive and respiratory syndrome virus isolate Minnesota17B, complete genome.	15002	Porcine reproductive and respiratory syndrome virus	VRL	22-APR-2015	EX	Porcine reproductive and respiratory syndrome virus	780
2062322	2062322	KY210286.1	NEIGHBOR	Rabies lyssavirus isolate rv3103, complete genome.	11922	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062326	2062326	KY210290.1	NEIGHBOR	Rabies lyssavirus isolate rv3113, complete genome.	11920	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062345	2062345	KY210309.1	NEIGHBOR	Rabies lyssavirus isolate rv3152, complete genome.	11906	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062325	2062325	KY210289.1	NEIGHBOR	Rabies lyssavirus isolate rv3110, complete genome.	11920	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062323	2062323	KY210287.1	NEIGHBOR	Rabies lyssavirus isolate rv3105, complete genome.	11873	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
366867	366867	EF564174.1	NEIGHBOR	Rabies virus strain CTN181, complete genome.	11923	Rabies lyssavirus	VRL	02-JUN-2009	EX	Rabies lyssavirus	709
2062324	2062324	KY210288.1	NEIGHBOR	Rabies lyssavirus isolate rv3109, complete genome.	11922	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1525436	1525436	KM594043.1	NEIGHBOR	Rabies virus isolate IP 4005/12, complete genome.	11881	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525433	1525433	KM594040.1	NEIGHBOR	Rabies virus isolate IP 2992/13, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2062327	2062327	KY210291.1	NEIGHBOR	Rabies lyssavirus isolate rv3114, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2361576	2361576	MG458310.1	NEIGHBOR	Rabies lyssavirus isolate RV1189, complete genome.	11923	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
2062328	2062328	KY210292.1	NEIGHBOR	Rabies lyssavirus isolate rv3115, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062281	2062281	KY210245.1	NEIGHBOR	Rabies lyssavirus isolate rv3047, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062317	2062317	KY210281.1	NEIGHBOR	Rabies lyssavirus isolate rv3097, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
311081	311081	DQ875051.1	NEIGHBOR	Rabies virus strain DRV, complete genome.	11863	Rabies lyssavirus	VRL	25-NOV-2008	EX	Rabies lyssavirus	709
311080	311080	DQ875050.1	NEIGHBOR	Rabies virus strain MRV, complete genome.	11869	Rabies lyssavirus	VRL	25-NOV-2008	EX	Rabies lyssavirus	709
2062311	2062311	KY210275.1	NEIGHBOR	Rabies lyssavirus isolate rv3087, complete genome.	11914	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1484475	1484475	KM016899.1	NEIGHBOR	Rabies virus isolate WQ14-RF, complete genome.	11923	Rabies lyssavirus	VRL	01-OCT-2014	EX	Rabies lyssavirus	709
2062316	2062316	KY210280.1	NEIGHBOR	Rabies lyssavirus isolate rv3096, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062318	2062318	KY210282.1	NEIGHBOR	Rabies lyssavirus isolate rv3098, complete genome.	11869	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062321	2062321	KY210285.1	NEIGHBOR	Rabies lyssavirus isolate rv3102, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2361586	2361586	MG458320.1	NEIGHBOR	Rabies lyssavirus isolate RV2924, complete genome.	11927	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
2062320	2062320	KY210284.1	NEIGHBOR	Rabies lyssavirus isolate rv3101, complete genome.	11914	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062313	2062313	KY210277.1	NEIGHBOR	Rabies lyssavirus isolate rv3090, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2361587	2361587	MG458321.1	NEIGHBOR	Rabies lyssavirus isolate ChDg, complete genome.	11924	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
1525424	1525424	KM594031.1	NEIGHBOR	Rabies virus isolate IP 163/10, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525425	1525425	KM594032.1	NEIGHBOR	Rabies virus isolate IP 497/10, complete genome.	11880	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525426	1525426	KM594033.1	NEIGHBOR	Rabies virus isolate IP 4431/10, complete genome.	11883	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2062312	2062312	KY210276.1	NEIGHBOR	Rabies lyssavirus isolate rv3088, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062286	2062286	KY210250.1	NEIGHBOR	Rabies lyssavirus isolate rv3052, complete genome.	11920	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062314	2062314	KY210278.1	NEIGHBOR	Rabies lyssavirus isolate rv3092, complete genome.	11920	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1525422	1525422	KM594029.1	NEIGHBOR	Rabies virus isolate IP 3208/06, complete genome.	11882	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525428	1525428	KM594035.1	NEIGHBOR	Rabies virus isolate IP 412/10, complete genome.	11883	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525429	1525429	KM594036.1	NEIGHBOR	Rabies virus isolate IP 542/10, complete genome.	11883	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525430	1525430	KM594037.1	NEIGHBOR	Rabies virus isolate IP 3176/09, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525435	1525435	KM594042.1	NEIGHBOR	Rabies virus isolate IP 2991/13, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525431	1525431	KM594038.1	NEIGHBOR	Rabies virus isolate IP 1586/10, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525434	1525434	KM594041.1	NEIGHBOR	Rabies virus isolate IP 2990/13, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525423	1525423	KM594030.1	NEIGHBOR	Rabies virus isolate IP 1400/10, complete genome.	11880	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525421	1525421	KM594028.1	NEIGHBOR	Rabies virus isolate IP 346/10, complete genome.	11881	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525416	1525416	KM594023.1	NEIGHBOR	Rabies virus isolate IP 6634/08, complete genome.	11878	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2062283	2062283	KY210247.1	NEIGHBOR	Rabies lyssavirus isolate rv3049, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1311322	1311322	KC977995.1	NEIGHBOR	Rabies virus iaolate Shaanxi-HZ-6, complete genome.	11923	Rabies lyssavirus	VRL	29-JUN-2014	EX	Rabies lyssavirus	709
2062282	2062282	KY210246.1	NEIGHBOR	Rabies lyssavirus isolate rv3048, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2361584	2361584	MG458318.1	NEIGHBOR	Rabies lyssavirus isolate RV2481, complete genome.	11918	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
2361585	2361585	MG458319.1	NEIGHBOR	Rabies lyssavirus isolate RV2854, complete genome.	11925	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
2062319	2062319	KY210283.1	NEIGHBOR	Rabies lyssavirus isolate rv3099, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1525432	1525432	KM594039.1	NEIGHBOR	Rabies virus isolate IP 7841/09, complete genome.	11881	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525417	1525417	KM594024.1	NEIGHBOR	Rabies virus isolate IP 1770/12, complete genome.	11879	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525420	1525420	KM594027.1	NEIGHBOR	Rabies virus isolate IP 230/10, complete genome.	11881	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2062284	2062284	KY210248.1	NEIGHBOR	Rabies lyssavirus isolate rv3050, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062285	2062285	KY210249.1	NEIGHBOR	Rabies lyssavirus isolate rv3051, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1525418	1525418	KM594025.1	NEIGHBOR	Rabies virus isolate IP 5402/07, complete genome.	11878	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
1525419	1525419	KM594026.1	NEIGHBOR	Rabies virus isolate IP 512/09, complete genome.	11881	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2081955	2081955	KY451767.1	NEIGHBOR	Rabies lyssavirus strain CH/GDZQ/2015, complete genome.	11923	Rabies lyssavirus	VRL	08-MAR-2017	EX	Rabies lyssavirus	709
363426	363426	EF542830.1	NEIGHBOR	Rabies virus strain RV-97, complete genome.	11932	Rabies lyssavirus	VRL	25-FEB-2008	EX	Rabies lyssavirus	709
1525427	1525427	KM594034.1	NEIGHBOR	Rabies virus isolate IP 350/10, complete genome.	11883	Rabies lyssavirus	VRL	14-APR-2016	EX	Rabies lyssavirus	709
2062341	2062341	KY210305.1	NEIGHBOR	Rabies lyssavirus isolate rv3145, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2361575	2361575	MG458309.1	NEIGHBOR	Rabies lyssavirus isolate RV1185, complete genome.	11923	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
344390	344390	EF206715.1	NEIGHBOR	Rabies virus strain SAD P5/88 (Rabifox), complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
2062296	2062296	KY210260.1	NEIGHBOR	Rabies lyssavirus isolate rv3067, complete genome.	11897	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
344392	344392	EF206717.1	NEIGHBOR	Rabies virus strain SAD1-3670 var 1, complete genome.	11931	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
2062295	2062295	KY210259.1	NEIGHBOR	Rabies lyssavirus isolate rv3066, complete genome.	11920	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062294	2062294	KY210258.1	NEIGHBOR	Rabies lyssavirus isolate rv3064, complete genome.	11922	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062293	2062293	KY210257.1	NEIGHBOR	Rabies lyssavirus isolate rv3063, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062292	2062292	KY210256.1	NEIGHBOR	Rabies lyssavirus isolate rv3061, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062291	2062291	KY210255.1	NEIGHBOR	Rabies lyssavirus isolate rv3060, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2321496	2321496	MF630920.1	GENBANK	Rabies lyssavirus isolate Moscow 3253 (Vero), complete genome.	11893	Rabies lyssavirus	VRL	05-NOV-2017	EX	Rabies lyssavirus	709
344391	344391	EF206716.1	NEIGHBOR	Rabies virus strain SAD VA1 (original), complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
344389	344389	EF206714.1	NEIGHBOR	Rabies virus strain SAD Bern original var 5, complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
2361574	2361574	MG458308.1	NEIGHBOR	Rabies lyssavirus isolate RV1009, complete genome.	11926	Rabies lyssavirus	VRL	31-JAN-2018	EX	Rabies lyssavirus	709
344388	344388	EF206713.1	NEIGHBOR	Rabies virus strain SAD Bern original var 4, complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
344387	344387	EF206712.1	NEIGHBOR	Rabies virus strain SAD Bern original var 3, complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
1379764	1379764	KF726852.1	NEIGHBOR	Rabies virus isolate JX09-18, complete genome.	11922	Rabies lyssavirus	VRL	18-SEP-2014	EX	Rabies lyssavirus	709
344386	344386	EF206711.1	NEIGHBOR	Rabies virus strain SAD Bern original var 2, complete genome.	11930	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
2062347	2062347	KY210311.1	NEIGHBOR	Rabies lyssavirus isolate rv3154, complete genome.	11919	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062307	2062307	KY210271.1	NEIGHBOR	Rabies lyssavirus isolate rv3082, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062308	2062308	KY210272.1	NEIGHBOR	Rabies lyssavirus isolate rv3084, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062290	2062290	KY210254.1	NEIGHBOR	Rabies lyssavirus isolate rv3059, complete genome.	11922	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062289	2062289	KY210253.1	NEIGHBOR	Rabies lyssavirus isolate rv3058, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062297	2062297	KY210261.1	NEIGHBOR	Rabies lyssavirus isolate rv3068, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062298	2062298	KY210262.1	NEIGHBOR	Rabies lyssavirus isolate rv3070, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062299	2062299	KY210263.1	NEIGHBOR	Rabies lyssavirus isolate rv3071, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062300	2062300	KY210264.1	NEIGHBOR	Rabies lyssavirus isolate rv3072, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062339	2062339	KY210303.1	NEIGHBOR	Rabies lyssavirus isolate rv3138, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1326827	1326827	KF155002.1	NEIGHBOR	Rabies virus isolate RV2772, complete genome.	11923	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326826	1326826	KF155001.1	NEIGHBOR	Rabies virus isolate RV2627, complete genome.	11926	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326825	1326825	KF155000.1	NEIGHBOR	Rabies virus isolate RV2516, complete genome.	11923	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326824	1326824	KF154999.1	NEIGHBOR	Rabies virus isolate RV2417, complete genome.	11924	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326823	1326823	KF154998.1	NEIGHBOR	Rabies virus isolate RV2324, complete genome.	11924	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326822	1326822	KF154997.1	NEIGHBOR	Rabies virus isolate RV437, complete genome.	11923	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
1326821	1326821	KF154996.1	NEIGHBOR	Rabies virus isolate RV61, complete genome.	11928	Rabies lyssavirus	VRL	14-JUL-2013	EX	Rabies lyssavirus	709
2062302	2062302	KY210266.1	NEIGHBOR	Rabies lyssavirus isolate rv3074, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062303	2062303	KY210267.1	NEIGHBOR	Rabies lyssavirus isolate rv3075, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062304	2062304	KY210268.1	NEIGHBOR	Rabies lyssavirus isolate rv3078, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062305	2062305	KY210269.1	NEIGHBOR	Rabies lyssavirus isolate rv3079, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
2062306	2062306	KY210270.1	NEIGHBOR	Rabies lyssavirus isolate rv3080, complete genome.	11923	Rabies lyssavirus	VRL	03-DEC-2017	EX	Rabies lyssavirus	709
1507599	1507599	KM272192.1	NEIGHBOR	Rabies virus isolate CQH1202D/China/2012, complete genome.	11927	Rabies lyssavirus	VRL	08-JUL-2015	EX	Rabies lyssavirus	709
1379765	1379765	KF726853.1	NEIGHBOR	Rabies virus isolate JX10-37, complete genome.	11924	Rabies lyssavirus	VRL	18-SEP-2014	EX	Rabies lyssavirus	709
344395	344395	EF206720.1	NEIGHBOR	Rabies virus strain SAD Bern (Sanafox), complete genome.	11928	Rabies lyssavirus	VRL	01-JUL-2008	EX	Rabies lyssavirus	709
1415357	1415357	KJ170439.1	NEIGHBOR	Human poliovirus 1 strain NIE1018354, complete genome.	7388	Human poliovirus 1	VRL	21-JUN-2016	EX	Enterovirus C	687
1415358	1415358	KJ170440.1	NEIGHBOR	Human poliovirus 1 strain NIE1018360, complete genome.	7388	Human poliovirus 1	VRL	21-JUN-2016	EX	Enterovirus C	687
1415355	1415355	KJ170437.1	NEIGHBOR	Human poliovirus 1 strain NIE1218351, complete genome.	7388	Human poliovirus 1	VRL	21-JUN-2016	EX	Enterovirus C	687
1415354	1415354	KJ170436.1	NEIGHBOR	Human poliovirus 1 strain NIE1018316, complete genome.	7388	Human poliovirus 1	VRL	21-JUN-2016	EX	Enterovirus C	687
1415356	1415356	KJ170438.1	NEIGHBOR	Human poliovirus 1 strain NIE1018319, complete genome.	7388	Human poliovirus 1	VRL	21-JUN-2016	EX	Enterovirus C	687
2411415	2411415	MH128992.1	GENBANK	Enterovirus C109 strain USA/FL/2016-21002, complete genome.	7336	Enterovirus C109	VRL	13-MAY-2018	EX	Enterovirus C	687
925558	925558	JF742578.1	NEIGHBOR	Human coxsackievirus A24 strain China/GD391/2007, complete genome.	7456	Coxsackievirus A24	VRL	24-SEP-2011	EX	Enterovirus C	687
925559	925559	JF742579.1	NEIGHBOR	Human coxsackievirus A24 strain China/GD332/2007, complete genome.	7456	Coxsackievirus A24	VRL	24-SEP-2011	EX	Enterovirus C	687
1414300	1414300	KJ155500.1	NEIGHBOR	Human poliovirus 1 isolate EGY1218586, complete genome.	7443	Human poliovirus 1	VRL	21-MAY-2014	EX	Enterovirus C	687
925557	925557	JF742577.1	NEIGHBOR	Human coxsackievirus A24 strain China/GD01/2010, complete genome.	7456	Coxsackievirus A24	VRL	24-SEP-2011	EX	Enterovirus C	687
1428516	1428516	KJ419276.1	NEIGHBOR	Human poliovirus 2 isolate CHN16017/Sichuan/CHN/2012, complete genome.	7439	Human poliovirus 2	VRL	02-JUN-2014	EX	Enterovirus C	687
932625	932625	JF838278.2	NEIGHBOR	Human poliovirus 1 isolate PV1-RC2010-45, complete genome.	7443	Human poliovirus 1	VRL	11-SEP-2014	EX	Enterovirus C	687
321409	321409	DQ995647.1	NEIGHBOR	Human coxsackievirus A22 strain ban99-10427, complete genome.	7401	Coxsackievirus A22	VRL	23-JUN-2009	EX	Enterovirus C	687
321410	321410	DQ995648.1	NEIGHBOR	Human coxsackievirus A22 strain USA75-10624, complete genome.	7402	Coxsackievirus A22	VRL	23-JUN-2009	EX	Enterovirus C	687
2351832	2351832	MG212491.1	NEIGHBOR	Human poliovirus 2 isolate IS_061, complete genome.	7428	Human poliovirus 2	VRL	16-DEC-2017	EX	Enterovirus C	687
322759	322759	EF015886.1	NEIGHBOR	Human enterovirus 96 strain BAN00-10488, complete genome.	7478	Enterovirus C96	VRL	23-JUN-2009	EX	Enterovirus C	687
1428517	1428517	KJ419277.1	NEIGHBOR	Human poliovirus 2 isolate CHN16019c/Sichuan/CHN/2012, complete genome.	7439	Human poliovirus 2	VRL	02-JUN-2014	EX	Enterovirus C	687
322805	322805	EF026081.1	NEIGHBOR	Human coxsackievirus A24 strain Joseph, complete genome.	7459	Coxsackievirus A24	VRL	23-JUN-2009	EX	Enterovirus C	687
455348	455348	EU684057.1	NEIGHBOR	Human poliovirus 3 strain IRA10852, complete genome.	7432	Human poliovirus 3	VRL	03-SEP-2008	EX	Enterovirus C	687
925556	925556	JF742576.1	NEIGHBOR	Human coxsackievirus A24 strain China/GD46/2010, complete genome.	7457	Coxsackievirus A24	VRL	24-SEP-2011	EX	Enterovirus C	687
1471411	1471411	KJ857508.1	NEIGHBOR	Enterovirus C99 isolate YT31/SD/CHN/11, complete genome.	7456	Enterovirus C99	VRL	21-OCT-2014	EX	Enterovirus C	687
455347	455347	EU684056.1	NEIGHBOR	Human poliovirus 3 strain IRA10853, complete genome.	7432	Human poliovirus 3	VRL	03-SEP-2008	EX	Enterovirus C	687
1414299	1414299	KJ155499.1	NEIGHBOR	Human poliovirus 1 isolate EGY1218585, complete genome.	7443	Human poliovirus 1	VRL	21-MAY-2014	EX	Enterovirus C	687
1414296	1414296	KJ155496.1	NEIGHBOR	Human poliovirus 1 isolate EGY1218588, complete genome.	7443	Human poliovirus 1	VRL	21-MAY-2014	EX	Enterovirus C	687
1414295	1414295	KJ155495.1	NEIGHBOR	Human poliovirus 1 isolate EGY1218587, complete genome.	7443	Human poliovirus 1	VRL	21-MAY-2014	EX	Enterovirus C	687
1471410	1471410	KJ857507.1	NEIGHBOR	Enterovirus C99 isolate YT23/SD/CHN/11, complete genome.	7454	Enterovirus C99	VRL	21-OCT-2014	EX	Enterovirus C	687
321408	321408	DQ995646.1	NEIGHBOR	Human coxsackievirus A17 strain BAN03-10616, complete genome.	7456	Coxsackievirus A17	VRL	23-JUN-2009	EX	Enterovirus C	687
2411416	2411416	MH128993.1	GENBANK	Enterovirus C109 strain USA/FL/2016-21003, complete genome.	7327	Enterovirus C109	VRL	13-MAY-2018	EX	Enterovirus C	687
