Filename	taxid	subspecies	Species	Genus	Family
GCF_000026925.1_ASM2692v1_genomic.fna.gz	580049	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_002984035.1_ASM298403v1_genomic.fna.gz	28901	NA	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000247565.1_ASM24756v1_genomic.fna.gz	1142511	NA	Wigglesworthia glossinidia	Wigglesworthia	Erwiniaceae
GCF_000455565.1_ucmb5033v1_genomic.fna.gz	1338518	NA	Bacillus velezensis	Bacillus	Bacillaceae
GCF_001941345.1_ASM194134v1_genomic.fna.gz	1705	NA	Corynebacterium stationis	Corynebacterium	Corynebacteriaceae
GCF_000801315.1_ASM80131v1_genomic.fna.gz	1385664	NA	Hymenobacter sp. DG25B	Hymenobacter	Hymenobacteraceae
GCF_002105635.1_ASM210563v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000723465.1_Rb803_genomic.fna.gz	1160721	NA	Ruminococcus bicirculans	Ruminococcus	Ruminococcaceae
GCF_002117325.1_ASM211732v1_genomic.fna.gz	1580	NA	Lactobacillus brevis	Lactobacillus	Lactobacillaceae
GCF_001854165.1_ASM185416v1_genomic.fna.gz	316273	NA	Xanthomonas euvesicatoria	Xanthomonas	Xanthomonadaceae
GCF_000253355.1_ASM25335v1_genomic.fna.gz	572418	NA	Mycobacterium africanum	Mycobacterium	Mycobacteriaceae
GCF_003076435.1_ASM307643v1_genomic.fna.gz	1590	NA	Lactobacillus plantarum	Lactobacillus	Lactobacillaceae
GCF_002109385.1_ASM210938v1_genomic.fna.gz	199441	NA	Bacillus krulwichiae	Bacillus	Bacillaceae
GCF_002736105.1_ASM273610v1_genomic.fna.gz	2048654	NA	Solibacillus sp. R5-41	Solibacillus	Planococcaceae
GCF_000833235.1_ASM83323v1_genomic.fna.gz	119857	NA	Francisella tularensis	Francisella	Francisellaceae
GCF_002355355.1_ASM235535v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000092985.1_ASM9298v1_genomic.fna.gz	446468	Nocardiopsis dassonvillei subsp. dassonvillei	Nocardiopsis dassonvillei	Nocardiopsis	Nocardiopsaceae
GCF_000981765.1_ASM98176v1_genomic.fna.gz	914150	NA	Kangiella geojedonensis	Kangiella	Kangiellaceae
GCF_000698285.1_ASM69828v1_genomic.fna.gz	645170	NA	Brucella suis	Brucella	Brucellaceae
GCF_003047205.1_ASM304720v1_genomic.fna.gz	178899	NA	Carboxydocella thermautotrophica	Carboxydocella	Clostridiales Family XVI. Incertae Sedis
GCF_002191755.1_ASM219175v1_genomic.fna.gz	29459	NA	Brucella melitensis	Brucella	Brucellaceae
GCF_000294635.1_ASM29463v1_genomic.fna.gz	1229785	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_000007565.2_ASM756v2_genomic.fna.gz	160488	NA	Pseudomonas putida	Pseudomonas	Pseudomonadaceae
GCF_000241915.1_ASM24191v1_genomic.fna.gz	698972	NA	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae
GCF_000021125.1_ASM2112v1_genomic.fna.gz	444450	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000012725.1_ASM1272v1_genomic.fna.gz	323098	NA	Nitrobacter winogradskyi	Nitrobacter	Bradyrhizobiaceae
GCF_001643015.1_ASM164301v1_genomic.fna.gz	1652495	NA	Corynebacterium crudilactis	Corynebacterium	Corynebacteriaceae
GCF_000306805.1_ASM30680v1_genomic.fna.gz	591365	NA	Streptococcus intermedius	Streptococcus	Streptococcaceae
GCF_000758385.1_ASM75838v1_genomic.fna.gz	1299325	Mycobacteroides abscessus subsp. bolletii	Mycobacteroides abscessus	Mycobacteroides	Mycobacteriaceae
GCF_002162335.1_ASM216233v1_genomic.fna.gz	1710	NA	Cellulosimicrobium cellulans	Cellulosimicrobium	Promicromonosporaceae
GCF_003043895.1_ASM304389v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_001042595.1_ASM104259v1_genomic.fna.gz	1150423	NA	Bifidobacterium dentium	Bifidobacterium	Bifidobacteriaceae
GCF_000237995.1_ASM23799v2_genomic.fna.gz	701521	NA	Pediococcus claussenii	Pediococcus	Lactobacillaceae
GCF_000017025.1_ASM1702v1_genomic.fna.gz	441770	NA	Clostridium botulinum	Clostridium	Clostridiaceae
GCF_002164835.2_ASM216483v2_genomic.fna.gz	573	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_001593605.1_ASM159360v1_genomic.fna.gz	1727163	NA	Algoriphagus sp. M8-2	Algoriphagus	Cyclobacteriaceae
GCF_000018865.1_ASM1886v1_genomic.fna.gz	324602	NA	Chloroflexus aurantiacus	Chloroflexus	Chloroflexaceae
GCF_001718895.1_ASM171889v1_genomic.fna.gz	95486	NA	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae
GCF_000188215.1_ASM18821v1_genomic.fna.gz	696749	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002761515.1_ASM276151v1_genomic.fna.gz	72407	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000233575.1_ASM23357v1_genomic.fna.gz	993512	NA	Streptococcus suis	Streptococcus	Streptococcaceae
GCF_002249975.1_ASM224997v1_genomic.fna.gz	72407	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_900069025.1_ASM90006902v1_genomic.fna.gz	1356855	NA	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae
GCF_002804345.1_ASM280434v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001318245.1_ASM131824v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_001874405.2_ASM187440v3_genomic.fna.gz	1406	NA	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae
GCF_002952955.1_ASM295295v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000831485.1_ASM83148v1_genomic.fna.gz	1346	NA	Streptococcus iniae	Streptococcus	Streptococcaceae
GCF_000277125.1_ASM27712v1_genomic.fna.gz	487521	NA	Mycobacterium intracellulare	Mycobacterium	Mycobacteriaceae
GCF_000813165.1_ASM81316v1_genomic.fna.gz	1329907	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000338715.2_ASM33871v2_genomic.fna.gz	1206780	NA	Mycobacterium bovis	Mycobacterium	Mycobacteriaceae
GCF_001543145.1_ASM154314v1_genomic.fna.gz	119206	NA	Aerococcus sanguinicola	Aerococcus	Aerococcaceae
GCF_000164675.2_ASM16467v2_genomic.fna.gz	760570	NA	Streptococcus parasanguinis	Streptococcus	Streptococcaceae
GCF_002128305.1_ASM212830v1_genomic.fna.gz	1109743	NA	Streptomyces sp. SCSIO 03032	Streptomyces	Streptomycetaceae
GCF_002706705.1_ASM270670v1_genomic.fna.gz	1423822	Lactobacillus coryniformis subsp. torquens	Lactobacillus coryniformis	Lactobacillus	Lactobacillaceae
GCF_000211095.1_ASM21109v1_genomic.fna.gz	869312	NA	Streptococcus pneumoniae	Streptococcus	Streptococcaceae
GCF_000441695.1_ASM44169v1_genomic.fna.gz	907268	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_001606115.1_ASM160611v1_genomic.fna.gz	95486	NA	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae
GCF_900187105.1_50618_F01_genomic.fna.gz	539	NA	Eikenella corrodens	Eikenella	Neisseriaceae
GCF_000241125.1_ASM24112v1_genomic.fna.gz	1129369	NA	Mycoplasma hyorhinis	Mycoplasma	Mycoplasmataceae
GCF_900092465.1_Lpm7613_v1_genomic.fna.gz	446	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000092025.1_ASM9202v1_genomic.fna.gz	176299	NA	Agrobacterium fabrum	Agrobacterium	Rhizobiaceae
GCF_000018445.1_ASM1844v1_genomic.fna.gz	405416	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_002111325.1_ASM211132v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_002197045.1_ASM219704v1_genomic.fna.gz	382	NA	Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae
GCF_000340795.1_ASM34079v1_genomic.fna.gz	1208919	NA	Candidatus Kinetoplastibacterium desouzaii	Candidatus Kinetoplastibacterium	Rhizobiaceae
GCF_002848465.1_ASM284846v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000266885.1_ASM26688v1_genomic.fna.gz	869212	NA	Turneriella parva	Turneriella	Leptospiraceae
GCF_002893885.1_ASM289388v1_genomic.fna.gz	1406	NA	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae
GCF_000493675.1_DT104_genomic.fna.gz	85569	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000383005.1_ASM38300v1_genomic.fna.gz	1074919	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001685435.2_ASM168543v3_genomic.fna.gz	1230341	NA	Salimicrobium jeotgali	Salimicrobium	Bacillaceae
GCF_000021885.1_ASM2188v1_genomic.fna.gz	557723	NA	Glaesserella parasuis	Glaesserella	Pasteurellaceae
GCF_001277875.1_ASM127787v1_genomic.fna.gz	28450	NA	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae
GCF_000017985.1_ASM1798v1_genomic.fna.gz	413997	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001618885.1_ASM161888v1_genomic.fna.gz	70255	NA	Staphylococcus condimenti	Staphylococcus	Staphylococcaceae
GCF_001559075.2_ASM155907v2_genomic.fna.gz	35703	NA	Citrobacter amalonaticus	Citrobacter	Enterobacteriaceae
GCF_003019035.1_ASM301903v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000255255.1_ASM25525v1_genomic.fna.gz	698971	NA	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae
GCF_001700835.1_ASM170083v1_genomic.fna.gz	670	NA	Vibrio parahaemolyticus	Vibrio	Vibrionaceae
GCF_001077715.1_ASM107771v1_genomic.fna.gz	1592897	NA	Coxiella-like endosymbiont	Vibrio	Coxiellaceae
GCF_000240185.1_ASM24018v2_genomic.fna.gz	1125630	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_900002515.1_1BCEVAC_genomic.fna.gz	83555	NA	Chlamydia abortus	Chlamydia	Chlamydiaceae
GCF_001686565.1_ASM168656v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000967405.1_ASM96740v1_genomic.fna.gz	1074919	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_001010505.1_ASM101050v1_genomic.fna.gz	1113728	NA	Alcanivorax sp. NBRC 101098	Alcanivorax	Alcanivoracaceae
GCF_900322725.1_C45_genomic.fna.gz	2027919	NA	Enterobacter cloacae complex bacterium	Enterobacter	Enterobacteriaceae
GCF_000422085.1_ASM42208v1_genomic.fna.gz	1346614	NA	Serratia liquefaciens	Serratia	Yersiniaceae
GCF_900143135.1_ErCipseudotaxifoliae_v1.0_genomic.fna.gz	1922217	NA	Candidatus Erwinia sp. ErCipseudotaxifoliae	Erwinia	Erwiniaceae
GCF_002018515.1_ASM201851v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001558275.1_ASM155827v1_genomic.fna.gz	29385	NA	Staphylococcus saprophyticus	Staphylococcus	Staphylococcaceae
GCF_002285635.2_ASM228563v2_genomic.fna.gz	558152	NA	Chryseobacterium piperi	Chryseobacterium	Flavobacteriaceae
GCF_001715425.1_ASM171542v1_genomic.fna.gz	29461	NA	Brucella suis	Brucella	Brucellaceae
GCF_002025185.1_ASM202518v1_genomic.fna.gz	34085	NA	Riemerella anatipestifer	Riemerella	Flavobacteriaceae
GCF_000390265.1_ASM39026v1_genomic.fna.gz	243274	NA	Thermotoga maritima	Thermotoga	Thermotogaceae
GCF_000565195.1_ASM56519v1_genomic.fna.gz	838561	NA	Spiroplasma mirum	Spiroplasma	Spiroplasmataceae
GCF_002953055.1_ASM295305v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_002786465.1_ASM278646v1_genomic.fna.gz	46170	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000826965.1_ASM82696v1_genomic.fna.gz	93218	NA	Pandoraea apista	Pandoraea	Burkholderiaceae
GCF_000023205.1_ASM2320v1_genomic.fna.gz	465515	NA	Micrococcus luteus	Micrococcus	Micrococcaceae
GCF_000010405.1_ASM1040v1_genomic.fna.gz	412965	NA	Calyptogena okutanii thioautotrophic gill symbiont	Micrococcus	Micrococcaceae
GCF_001045795.2_ASM104579v2_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_000015305.1_ASM1530v1_genomic.fna.gz	350058	NA	Mycolicibacterium vanbaalenii	Mycolicibacterium	Mycobacteriaceae
GCF_000026505.1_ASM2650v1_genomic.fna.gz	568703	NA	Lactobacillus rhamnosus	Lactobacillus	Lactobacillaceae
GCF_002078915.1_ASM207891v1_genomic.fna.gz	1359	NA	Lactococcus lactis	Lactococcus	Streptococcaceae
GCF_001611795.1_ASM161179v1_genomic.fna.gz	1783515	NA	Streptomyces sp. S10(2016)	Streptomyces	Streptomycetaceae
GCF_001988495.1_ASM198849v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_002759215.1_ASM275921v1_genomic.fna.gz	473423	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_002211565.1_ASM221156v1_genomic.fna.gz	1243586	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_001902555.1_ASM190255v1_genomic.fna.gz	1423	NA	Bacillus subtilis	Bacillus	Bacillaceae
GCF_000783955.2_ASM78395v2_genomic.fna.gz	582	NA	Morganella morganii	Morganella	Morganellaceae
GCF_002716885.1_ASM271688v1_genomic.fna.gz	1055545	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000007325.1_ASM732v1_genomic.fna.gz	190304	Fusobacterium nucleatum subsp. nucleatum	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae
GCF_000006625.1_ASM662v1_genomic.fna.gz	273119	NA	Ureaplasma parvum	Ureaplasma	Mycoplasmataceae
GCF_000189495.1_ASM18949v1_genomic.fna.gz	984892	NA	Staphylococcus pseudintermedius	Staphylococcus	Staphylococcaceae
GCF_001558755.2_ASM155875v2_genomic.fna.gz	85698	NA	Achromobacter xylosoxidans	Achromobacter	Alcaligenaceae
GCF_900186895.1_48450_A02_genomic.fna.gz	103855	NA	Bordetella hinzii	Bordetella	Alcaligenaceae
GCF_001985605.1_ASM198560v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000961395.1_ASM96139v1_genomic.fna.gz	611301	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
GCF_001986595.1_ASM198659v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000023785.1_ASM2378v1_genomic.fna.gz	582402	NA	Hirschia baltica	Hirschia	Hyphomonadaceae
GCF_000010185.1_ASM1018v1_genomic.fna.gz	334413	NA	Finegoldia magna	Finegoldia	Peptoniphilaceae
GCF_000009065.1_ASM906v1_genomic.fna.gz	214092	NA	Yersinia pestis	Yersinia	Yersiniaceae
GCF_003018715.1_ASM301871v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000008565.1_ASM856v1_genomic.fna.gz	243230	NA	Deinococcus radiodurans	Deinococcus	Deinococcaceae
GCF_000005845.2_ASM584v2_genomic.fna.gz	511145	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000300135.1_ASM30013v1_genomic.fna.gz	1229758	NA	Leuconostoc carnosum	Leuconostoc	Leuconostocaceae
GCF_001761405.1_ASM176140v1_genomic.fna.gz	93378	NA	Edwardsiella hoshinae	Edwardsiella	Hafniaceae
GCF_001890425.1_ASM189042v1_genomic.fna.gz	384	NA	Rhizobium leguminosarum	Rhizobium	Rhizobiaceae
GCF_002863865.1_ASM286386v1_genomic.fna.gz	1917421	NA	Ketobacter alkanivorans	Ketobacter	Alcanivoracaceae
GCF_000164015.3_ASM16401v3_genomic.fna.gz	693985	NA	Pseudomonas savastanoi	Pseudomonas	Pseudomonadaceae
GCF_000212375.1_ASM21237v1_genomic.fna.gz	879243	NA	Porphyromonas asaccharolytica	Porphyromonas	Porphyromonadaceae
GCF_000410995.1_ASM41099v1_genomic.fna.gz	1340495	NA	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae
GCF_000815065.1_ASM81506v1_genomic.fna.gz	743971	NA	Mycoplasma flocculare	Mycoplasma	Mycoplasmataceae
GCF_000015685.1_ASM1568v1_genomic.fna.gz	167555	NA	Prochlorococcus marinus	Prochlorococcus	Prochloraceae
GCF_002288185.1_ASM228818v1_genomic.fna.gz	1884907	NA	Candidatus Planktophila vernalis	Candidatus Planktophila	Candidatus Nanopelagicaceae
GCF_000026085.1_ASM2608v1_genomic.fna.gz	326442	NA	Pseudoalteromonas haloplanktis	Pseudoalteromonas	Pseudoalteromonadaceae
GCF_001705585.1_ASM170558v1_genomic.fna.gz	1308	NA	Streptococcus thermophilus	Streptococcus	Streptococcaceae
GCF_000068525.2_ASM6852v2_genomic.fna.gz	471473	NA	Chlamydia trachomatis	Chlamydia	Chlamydiaceae
GCF_000006685.1_ASM668v1_genomic.fna.gz	243161	NA	Chlamydia muridarum	Chlamydia	Chlamydiaceae
GCF_000430125.1_ASM43012v1_genomic.fna.gz	1271863	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000832765.1_ASM83276v1_genomic.fna.gz	1396	NA	Bacillus cereus	Bacillus	Bacillaceae
GCF_002007585.1_ASM200758v1_genomic.fna.gz	95486	NA	Burkholderia cenocepacia	Burkholderia	Burkholderiaceae
GCF_001695755.1_ASM169575v1_genomic.fna.gz	1879023	NA	Mycobacterium sp. djl-10	Mycobacterium	Mycobacteriaceae
GCF_900048045.1_MEPMAR_genomic.fna.gz	1778264	NA	Candidatus Mikella endobia	Candidatus Mikella	Enterobacteriaceae
GCF_001443645.1_ASM144364v1_genomic.fna.gz	60520	NA	Lactobacillus paraplantarum	Lactobacillus	Lactobacillaceae
GCF_000148665.1_ASM14866v1_genomic.fna.gz	869727	NA	Helicobacter pylori	Helicobacter	Helicobacteraceae
GCF_002028405.1_ASM202840v1_genomic.fna.gz	926	NA	Thiomonas intermedia	Thiomonas	Helicobacteraceae
GCF_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001597265.1_ASM159726v1_genomic.fna.gz	1496303	NA	Bacillus subtilis	Bacillus	Bacillaceae
GCF_001688685.2_ASM168868v2_genomic.fna.gz	1598	NA	Lactobacillus reuteri	Lactobacillus	Lactobacillaceae
GCF_001746265.1_ASM174626v2_genomic.fna.gz	1587	NA	Lactobacillus helveticus	Lactobacillus	Lactobacillaceae
GCF_002266435.2_ASM226643v2_genomic.fna.gz	1404768	NA	Bradyrhizobium sp. 2 39S1MB	Bradyrhizobium	Bradyrhizobiaceae
GCF_000817995.1_ASM81799v1_genomic.fna.gz	1680	NA	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae
GCF_000284315.1_ASM28431v1_genomic.fna.gz	1162668	NA	Leptospirillum ferrooxidans	Leptospirillum	Nitrospiraceae
GCF_000210955.1_ASM21095v1_genomic.fna.gz	869215	NA	Streptococcus pneumoniae	Streptococcus	Streptococcaceae
GCF_002334685.1_ASM233468v1_genomic.fna.gz	631220	NA	Desulfovibrio sp. G11	Desulfovibrio	Desulfovibrionaceae
GCF_001986255.1_ASM198625v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001677275.1_ASM167727v1_genomic.fna.gz	553239	NA	Vibrio breoganii	Vibrio	Vibrionaceae
GCF_000063545.1_ASM6354v1_genomic.fna.gz	357244	NA	Orientia tsutsugamushi	Orientia	Rickettsiaceae
GCF_001721865.1_ASM172186v1_genomic.fna.gz	964	NA	Herbaspirillum seropedicae	Herbaspirillum	Oxalobacteraceae
GCF_000305775.1_ASM30577v1_genomic.fna.gz	1147129	NA	Dehalobacter sp. DCA	Dehalobacter	Peptococcaceae
GCF_002447335.1_ASM244733v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_000987925.1_ASM98792v1_genomic.fna.gz	630	NA	Yersinia enterocolitica	Yersinia	Yersiniaceae
GCF_001548415.1_ASM154841v1_genomic.fna.gz	1280	NA	Staphylococcus aureus	Staphylococcus	Staphylococcaceae
GCF_002787395.1_ASM278739v1_genomic.fna.gz	2051905	NA	Enterobacter sp. CRENT-193	Enterobacter	Enterobacteriaceae
GCF_001439585.2_ASM143958v2_genomic.fna.gz	1450761	NA	Aneurinibacillus sp. XH2	Aneurinibacillus	Paenibacillaceae
GCF_002072775.2_ASM207277v2_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001698205.1_ASM169820v1_genomic.fna.gz	692370	NA	Altererythrobacter dongtanensis	Altererythrobacter	Erythrobacteraceae
GCF_002763845.1_ASM276384v1_genomic.fna.gz	28131	NA	Prevotella intermedia	Prevotella	Prevotellaceae
GCF_000012885.1_ASM1288v1_genomic.fna.gz	338963	NA	Pelobacter carbinolicus	Pelobacter	Desulfuromonadaceae
GCF_001611055.1_ASM161105v1_genomic.fna.gz	72407	NA	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae
GCF_000738445.1_ASM73844v1_genomic.fna.gz	1773	NA	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae
GCF_001022075.1_ASM102207v1_genomic.fna.gz	550	NA	Enterobacter cloacae	Enterobacter	Enterobacteriaceae
GCF_001441225.1_ASM144122v1_genomic.fna.gz	611	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000993725.1_ASM99372v1_genomic.fna.gz	90371	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella	Enterobacteriaceae
GCF_000024985.1_ASM2498v1_genomic.fna.gz	479434	NA	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae
GCF_002953795.1_ASM295379v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001685625.1_ASM168562v1_genomic.fna.gz	1063	NA	Rhodobacter sphaeroides	Rhodobacter	Rhodobacteraceae
GCF_001704275.1_ASM170427v1_genomic.fna.gz	316284	NA	Streptomyces noursei	Streptomyces	Streptomycetaceae
GCF_000286675.1_ASM28667v1_genomic.fna.gz	1159197	NA	Mycoplasma gallisepticum	Mycoplasma	Mycoplasmataceae
GCF_001577325.1_ASM157732v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000092625.1_ASM9262v1_genomic.fna.gz	423212	NA	Legionella pneumophila	Legionella	Legionellaceae
GCF_000018245.1_ASM1824v1_genomic.fna.gz	391896	NA	Rickettsia bellii	Rickettsia	Rickettsiaceae
GCF_003186305.1_ASM318630v1_genomic.fna.gz	519	NA	Bordetella parapertussis	Bordetella	Alcaligenaceae
GCF_002934585.1_ASM293458v1_genomic.fna.gz	1920110	NA	Citrobacter sp. CFNIH10	Citrobacter	Enterobacteriaceae
GCF_000832825.1_ASM83282v1_genomic.fna.gz	1428	NA	Bacillus thuringiensis	Bacillus	Bacillaceae
GCF_001988355.1_ASM198835v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_000972685.1_ASM97268v1_genomic.fna.gz	1408	NA	Bacillus pumilus	Bacillus	Bacillaceae
GCF_001901105.1_ASM190110v1_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_001902295.1_ASM190229v1_genomic.fna.gz	1534	NA	Clostridium kluyveri	Clostridium	Clostridiaceae
GCF_001922225.1_ASM192222v1_genomic.fna.gz	470	NA	Acinetobacter baumannii	Acinetobacter	Moraxellaceae
GCF_000316515.1_ASM31651v1_genomic.fna.gz	292564	NA	Cyanobium gracile	Cyanobium	Synechococcaceae
GCF_002286055.1_ASM228605v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_003172975.1_ASM317297v1_genomic.fna.gz	1310	NA	Streptococcus sobrinus	Streptococcus	Streptococcaceae
GCF_002356155.1_MST3_assembly01_genomic.fna.gz	1938334	NA	Microbacterium sp. TPU 3598	Microbacterium	Microbacteriaceae
GCF_000834455.1_ASM83445v1_genomic.fna.gz	29485	NA	Yersinia rohdei	Yersinia	Yersiniaceae
GCF_000698885.1_ASM69888v1_genomic.fna.gz	1408178	NA	Streptococcus thermophilus	Streptococcus	Streptococcaceae
GCF_003186415.1_ASM318641v1_genomic.fna.gz	550	NA	Enterobacter cloacae	Enterobacter	Enterobacteriaceae
GCF_001987575.1_ASM198757v1_genomic.fna.gz	520	NA	Bordetella pertussis	Bordetella	Alcaligenaceae
GCF_001880245.1_ASM188024v1_genomic.fna.gz	264	NA	Francisella tularensis	Francisella	Francisellaceae
GCF_000175095.2_ASM17509v2_genomic.fna.gz	153948	NA	Nitrosomonas sp. AL212	Nitrosomonas	Nitrosomonadaceae
GCF_001454925.1_ASM145492v1_genomic.fna.gz	1639	NA	Listeria monocytogenes	Listeria	Listeriaceae
GCF_000831565.1_ASM83156v1_genomic.fna.gz	758831	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000973545.1_ASM97354v1_genomic.fna.gz	1505597	NA	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	Candidatus Blochmannia	Enterobacteriaceae
GCF_000952955.1_EcRV308Chr_genomic.fna.gz	562	NA	Escherichia coli	Escherichia	Enterobacteriaceae
GCF_000214395.1_ASM21439v1_genomic.fna.gz	742013	NA	Delftia sp. Cs1-4	Delftia	Comamonadaceae
GCF_002025645.1_ASM202564v1_genomic.fna.gz	69373	NA	Curtobacterium pusillum	Curtobacterium	Microbacteriaceae
GCF_900088535.1_ASM90008853v1_genomic.fna.gz	1851505	NA	Cyanobium sp. NIES-981	Cyanobium	Synechococcaceae
GCF_001697425.1_ASM169742v1_genomic.fna.gz	487	NA	Neisseria meningitidis	Neisseria	Neisseriaceae
GCF_002006565.1_ASM200656v1_genomic.fna.gz	1076596	NA	Acetobacter persici	Acetobacter	Acetobacteraceae
GCF_000023185.1_ASM2318v1_genomic.fna.gz	395491	NA	Rhizobium leguminosarum	Rhizobium	Rhizobiaceae
GCF_000010785.1_ASM1078v1_genomic.fna.gz	608538	NA	Hydrogenobacter thermophilus	Hydrogenobacter	Aquificaceae
GCF_000769635.1_ASM76963v1_genomic.fna.gz	65058	NA	Corynebacterium ulcerans	Corynebacterium	Corynebacteriaceae
GCF_000227175.1_ASM22717v1_genomic.fna.gz	1087453	NA	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae
GCF_001719145.1_ASM171914v1_genomic.fna.gz	86040	NA	Xanthomonas citri	Xanthomonas	Xanthomonadaceae
