	index	accs	source	description	seqlen	organism	division	date	biocategory	species	freq
422129	422129	EU482801.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V807/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422128	422128	EU482800.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V806/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422127	422127	EU482799.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V805/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422126	422126	EU482798.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V804/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422125	422125	EU482797.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V803/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422104	422104	EU482776.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V754/2005, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422103	422103	EU482775.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V753/2004, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422102	422102	EU482774.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/VN/BID-V752/2004, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422074	422074	EU482742.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V685/1988, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422081	422081	EU482749.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V514/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422080	422080	EU482748.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V513/2005, complete genome.	10681	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422079	422079	EU482747.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V690/1988, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422078	422078	EU482746.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V689/1989, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422077	422077	EU482745.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V688/1989, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422076	422076	EU482744.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V687/1989, complete genome.	10677	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422075	422075	EU482743.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V686/1989, complete genome.	10679	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422073	422073	EU482741.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V684/1994, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422101	422101	EU482773.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V566/2006, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422072	422072	EU482740.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V683/1994, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422071	422071	EU482739.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V682/1994, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422070	422070	EU482738.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V681/1998, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422069	422069	EU482737.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V680/1994, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422068	422068	EU482736.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V679/1994, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422067	422067	EU482735.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V678/1998, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422066	422066	EU482734.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V677/1998, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422082	422082	EU482750.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V515/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422083	422083	EU482751.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V517/2005, complete genome.	10680	Dengue virus 2	VRL	25-OCT-2010	EX	Dengue virus	3970
422084	422084	EU482752.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V520/2005, complete genome.	10679	Dengue virus 2	VRL	25-OCT-2010	EX	Dengue virus	3970
422085	422085	EU482753.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V524/2005, complete genome.	10677	Dengue virus 2	VRL	25-OCT-2010	EX	Dengue virus	3970
422100	422100	EU482772.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V565/2006, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422099	422099	EU482771.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V557/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422098	422098	EU482770.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V527/2005, complete genome.	10678	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422097	422097	EU482769.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V744/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422096	422096	EU482766.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V693/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422095	422095	EU482763.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V556/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422094	422094	EU482762.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V554/2005, complete genome.	10678	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422093	422093	EU482761.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V553/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422092	422092	EU482760.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V548/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
655903	655903	AF022434.1	NEIGHBOR	Dengue virus type 2 strain ThNH-7/93, complete genome.	10724	Dengue virus 2	VRL	22-MAY-1998	EX	Dengue virus	3970
422090	422090	EU482758.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V539/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422089	422089	EU482757.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V535/2005, complete genome.	10675	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422088	422088	EU482756.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V533/2005, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422087	422087	EU482755.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V531/2005, complete genome.	10679	Dengue virus 2	VRL	25-OCT-2010	EX	Dengue virus	3970
422086	422086	EU482754.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V530/2005, complete genome.	10668	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
422141	422141	EU482813.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V819/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422142	422142	EU482814.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V820/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422143	422143	EU482815.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V821/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
937327	937327	JF937617.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4080/2008, complete genome.	10454	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937320	937320	JF937610.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3996/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937321	937321	JF937611.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4002/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937322	937322	JF937612.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4024/2008, complete genome.	10587	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937323	937323	JF937613.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4045/2008, complete genome.	10386	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937324	937324	JF937614.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4047/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937325	937325	JF937615.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4062/2008, complete genome.	10448	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937326	937326	JF937616.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4079/2008, complete genome.	10431	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937328	937328	JF937618.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4081/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937337	937337	JF937627.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5685/2010, complete genome.	10527	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937329	937329	JF937619.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V4082/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937330	937330	JF937620.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5477/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937331	937331	JF937621.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5511/2010, complete genome.	10676	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937332	937332	JF937622.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5512/2010, complete genome.	10680	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937333	937333	JF937623.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5514/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937334	937334	JF937624.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5489/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937335	937335	JF937625.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5496/2010, complete genome.	10683	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937319	937319	JF937609.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3971/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937318	937318	JF937608.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3958/2008, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937317	937317	JF937607.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3956/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937316	937316	JF937606.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3955/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
428083	428083	EU529687.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1118/2001, complete genome.	10648	Dengue virus 3	VRL	21-MAY-2009	EX	Dengue virus	3970
428082	428082	EU529686.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1117/2001, complete genome.	10648	Dengue virus 3	VRL	21-MAY-2009	EX	Dengue virus	3970
428081	428081	EU529685.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1116/2001, complete genome.	10648	Dengue virus 3	VRL	21-MAY-2009	EX	Dengue virus	3970
428080	428080	EU529684.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1113/2001, complete genome.	10662	Dengue virus 3	VRL	21-MAY-2009	EX	Dengue virus	3970
428079	428079	EU529683.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1102/2007, complete genome.	10649	Dengue virus 3	VRL	02-JUN-2009	EX	Dengue virus	3970
937306	937306	JF937596.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V2734/2007, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937307	937307	JF937597.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V2781/2007, complete genome.	10379	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937308	937308	JF937598.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V2882/2006, complete genome.	10705	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937309	937309	JF937599.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V2918/2006, complete genome.	10713	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937310	937310	JF937600.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3841/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937311	937311	JF937601.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3884/2008, complete genome.	10390	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937312	937312	JF937602.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3932/2008, complete genome.	10444	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937313	937313	JF937603.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3946/2008, complete genome.	10383	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937314	937314	JF937604.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3952/2008, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937315	937315	JF937605.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V3953/2008, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937336	937336	JF937626.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5508/2010, complete genome.	10691	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937338	937338	JF937628.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5686/2010, complete genome.	10684	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
422144	422144	EU482816.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V822/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422153	422153	EU482825.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V831/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
937359	937359	JF937649.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1865/2007, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937360	937360	JF937650.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V1934/2008, complete genome.	10454	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937361	937361	JF937651.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/KH/BID-V4264/2008, complete genome.	10727	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937362	937362	JF937652.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5443/2009, complete genome.	10477	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
422156	422156	EU482828.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V834/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422155	422155	EU482827.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V833/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422154	422154	EU482826.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V832/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422152	422152	EU482824.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V830/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
937339	937339	JF937629.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5486/2010, complete genome.	10683	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
422151	422151	EU482823.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V829/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422150	422150	EU482822.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V828/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422149	422149	EU482821.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V827/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422148	422148	EU482820.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V826/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422147	422147	EU482819.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V825/2006, complete genome.	10688	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422146	422146	EU482818.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V824/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
422145	422145	EU482817.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/VN/BID-V823/2006, complete genome.	10690	Dengue virus 1	VRL	21-MAY-2009	EX	Dengue virus	3970
937358	937358	JF937648.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5507/2010, complete genome.	10680	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937357	937357	JF937647.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5495/2009, complete genome.	10682	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937356	937356	JF937646.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5494/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937355	937355	JF937645.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V5071/2009, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937340	937340	JF937630.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4735/2009, complete genome.	10381	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937341	937341	JF937631.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4746/2009, complete genome.	10583	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937342	937342	JF937632.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4750/2009, complete genome.	10581	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937343	937343	JF937633.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5498/2010, complete genome.	10683	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937344	937344	JF937634.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5499/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937345	937345	JF937635.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V5504/2009, complete genome.	10465	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
937346	937346	JF937636.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5506/2009, complete genome.	10670	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937347	937347	JF937637.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5516/2010, complete genome.	10689	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937348	937348	JF937638.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5517/2010, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937349	937349	JF937639.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5680/2010, complete genome.	10644	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937350	937350	JF937640.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5681/2010, complete genome.	10678	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937351	937351	JF937641.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5455/2009, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937352	937352	JF937642.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V5464/2009, complete genome.	10681	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937353	937353	JF937643.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/NI/BID-V4755/2009, complete genome.	10538	Dengue virus 3	VRL	18-MAY-2011	EX	Dengue virus	3970
937354	937354	JF937644.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V5067/2009, complete genome.	10443	Dengue virus 1	VRL	18-MAY-2011	EX	Dengue virus	3970
422065	422065	EU482733.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V676/1998, complete genome.	10676	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
422063	422063	EU482731.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/US/BID-V600/2005, complete genome.	10678	Dengue virus 2	VRL	21-MAY-2009	EX	Dengue virus	3970
473076	473076	EU854292.1	NEIGHBOR	Dengue virus 3 isolate DENV-3/VE/BID-V1593/2005, complete genome.	10648	Dengue virus 3	VRL	22-MAY-2009	EX	Dengue virus	3970
421956	421956	EU482624.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1229/2007, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421963	421963	EU482631.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V670/2005, complete genome.	10679	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421962	421962	EU482630.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1312/2007, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
421961	421961	EU482629.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1297/2007, complete genome.	10679	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
421960	421960	EU482628.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1236/2007, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421959	421959	EU482627.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1235/2007, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421958	421958	EU482626.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1234/2007, complete genome.	10679	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421957	421957	EU482625.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1232/2007, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421955	421955	EU482623.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1210/2007, complete genome.	10681	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421965	421965	EU482633.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V631/2006, complete genome.	10678	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421954	421954	EU482622.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1198/2007, complete genome.	10679	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421953	421953	EU482621.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1191/2007, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421952	421952	EU482620.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V1074/2006, complete genome.	10680	Dengue virus 2	VRL	02-JUN-2009	EX	Dengue virus	3970
421951	421951	EU482619.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V1073/2005, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
421950	421950	EU482618.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V1072/2005, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
421949	421949	EU482617.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V1071/2005, complete genome.	10690	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
421948	421948	EU482616.1	NEIGHBOR	Dengue virus 1 isolate DENV-1/NI/BID-V1070/2005, complete genome.	10756	Dengue virus 1	VRL	02-JUN-2009	EX	Dengue virus	3970
421964	421964	EU482632.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V620/2005, complete genome.	10679	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
421966	421966	EU482634.1	NEIGHBOR	Dengue virus 2 isolate DENV-2/NI/BID-V633/2006, complete genome.	10680	Dengue virus 2	VRL	23-JUL-2009	EX	Dengue virus	3970
